"","Location","Source","Indicator","Case_definition","Week","Cases","Epi_Week"
"1922","KOUBIA","Situation report","New","Probable","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"1923","KOUBIA","Patient database","New","Confirmed","07 to 13 April 2014 (2014-W15)",0," 2014-W15 "
"1924","KOUBIA","Patient database","New","Probable","07 to 13 April 2014 (2014-W15)",0," 2014-W15 "
"1925","KOUNDARA","Situation report","New","Confirmed","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"1926","KOUNDARA","Situation report","New","Probable","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"1927","KOUNDARA","Patient database","New","Confirmed","07 to 13 April 2014 (2014-W15)",0," 2014-W15 "
"1928","KOUNDARA","Patient database","New","Probable","07 to 13 April 2014 (2014-W15)",0," 2014-W15 "
"1929","KOUROUSSA","Situation report","New","Confirmed","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"1930","KOUROUSSA","Situation report","New","Probable","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"1931","KOUROUSSA","Patient database","New","Confirmed","07 to 13 April 2014 (2014-W15)",0," 2014-W15 "
"1932","KOUROUSSA","Patient database","New","Probable","07 to 13 April 2014 (2014-W15)",0," 2014-W15 "
"1933","LABE","Situation report","New","Confirmed","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"1934","LABE","Situation report","New","Probable","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"1935","LABE","Patient database","New","Confirmed","07 to 13 April 2014 (2014-W15)",0," 2014-W15 "
"1936","LABE","Patient database","New","Probable","07 to 13 April 2014 (2014-W15)",0," 2014-W15 "
"1937","LELOUMA","Situation report","New","Confirmed","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"1938","LELOUMA","Situation report","New","Probable","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"1939","LELOUMA","Patient database","New","Confirmed","07 to 13 April 2014 (2014-W15)",0," 2014-W15 "
"1940","LELOUMA","Patient database","New","Probable","07 to 13 April 2014 (2014-W15)",0," 2014-W15 "
"1941","LOLA","Situation report","New","Confirmed","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"1942","LOLA","Situation report","New","Probable","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"1943","LOLA","Patient database","New","Confirmed","07 to 13 April 2014 (2014-W15)",0," 2014-W15 "
"1944","LOLA","Patient database","New","Probable","07 to 13 April 2014 (2014-W15)",0," 2014-W15 "
"1945","MACENTA","Situation report","New","Confirmed","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"1946","MACENTA","Situation report","New","Probable","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"1947","MACENTA","Patient database","New","Confirmed","07 to 13 April 2014 (2014-W15)",0," 2014-W15 "
"1948","MACENTA","Patient database","New","Probable","07 to 13 April 2014 (2014-W15)",0," 2014-W15 "
"1949","MALI","Situation report","New","Confirmed","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"1950","MALI","Situation report","New","Probable","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"1951","MALI","Patient database","New","Confirmed","07 to 13 April 2014 (2014-W15)",0," 2014-W15 "
"1952","MALI","Patient database","New","Probable","07 to 13 April 2014 (2014-W15)",0," 2014-W15 "
"1953","MAMOU","Situation report","New","Confirmed","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"1954","MAMOU","Situation report","New","Probable","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"1955","MAMOU","Patient database","New","Confirmed","07 to 13 April 2014 (2014-W15)",0," 2014-W15 "
"1956","MAMOU","Patient database","New","Probable","07 to 13 April 2014 (2014-W15)",0," 2014-W15 "
"1957","N'ZEREKORE","Situation report","New","Confirmed","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"1958","N'ZEREKORE","Situation report","New","Probable","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"1959","N'ZEREKORE","Patient database","New","Confirmed","07 to 13 April 2014 (2014-W15)",0," 2014-W15 "
"1960","N'ZEREKORE","Patient database","New","Probable","07 to 13 April 2014 (2014-W15)",0," 2014-W15 "
"1961","PITA","Situation report","New","Confirmed","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"1962","PITA","Situation report","New","Probable","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"1963","PITA","Patient database","New","Confirmed","07 to 13 April 2014 (2014-W15)",0," 2014-W15 "
"1964","PITA","Patient database","New","Probable","07 to 13 April 2014 (2014-W15)",0," 2014-W15 "
"1965","SIGUIRI","Situation report","New","Confirmed","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"1966","SIGUIRI","Situation report","New","Probable","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"1967","SIGUIRI","Patient database","New","Confirmed","07 to 13 April 2014 (2014-W15)",0," 2014-W15 "
"1968","SIGUIRI","Patient database","New","Probable","07 to 13 April 2014 (2014-W15)",0," 2014-W15 "
"1969","TELIMELE","Situation report","New","Confirmed","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"1970","TELIMELE","Situation report","New","Probable","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"1971","TELIMELE","Patient database","New","Confirmed","07 to 13 April 2014 (2014-W15)",0," 2014-W15 "
"1972","TELIMELE","Patient database","New","Probable","07 to 13 April 2014 (2014-W15)",0," 2014-W15 "
"1973","TOUGUE","Situation report","New","Confirmed","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"1974","TOUGUE","Situation report","New","Probable","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"1975","TOUGUE","Patient database","New","Confirmed","07 to 13 April 2014 (2014-W15)",0," 2014-W15 "
"1976","TOUGUE","Patient database","New","Probable","07 to 13 April 2014 (2014-W15)",0," 2014-W15 "
"1977","YOMOU","Situation report","New","Confirmed","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"1978","YOMOU","Situation report","New","Probable","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"1979","YOMOU","Patient database","New","Confirmed","07 to 13 April 2014 (2014-W15)",0," 2014-W15 "
"1980","YOMOU","Patient database","New","Probable","07 to 13 April 2014 (2014-W15)",0," 2014-W15 "
"1981","BEYLA","Situation report","New","Confirmed","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"1982","BEYLA","Situation report","New","Probable","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"1983","BEYLA","Patient database","New","Confirmed","14 to 20 April 2014 (2014-W16)",0," 2014-W16 "
"1984","BEYLA","Patient database","New","Probable","14 to 20 April 2014 (2014-W16)",0," 2014-W16 "
"1985","BOFFA","Situation report","New","Confirmed","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"1986","BOFFA","Situation report","New","Probable","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"1987","BOFFA","Patient database","New","Confirmed","14 to 20 April 2014 (2014-W16)",0," 2014-W16 "
"1988","BOFFA","Patient database","New","Probable","14 to 20 April 2014 (2014-W16)",0," 2014-W16 "
"1989","BOKE","Situation report","New","Confirmed","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"1990","BOKE","Situation report","New","Probable","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"1991","BOKE","Patient database","New","Confirmed","14 to 20 April 2014 (2014-W16)",0," 2014-W16 "
"1992","BOKE","Patient database","New","Probable","14 to 20 April 2014 (2014-W16)",0," 2014-W16 "
"1993","CONAKRY","Situation report","New","Confirmed","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"1994","CONAKRY","Situation report","New","Probable","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"1995","CONAKRY","Patient database","New","Confirmed","14 to 20 April 2014 (2014-W16)",9," 2014-W16 "
"1996","CONAKRY","Patient database","New","Probable","14 to 20 April 2014 (2014-W16)",0," 2014-W16 "
"1997","COYAH","Situation report","New","Confirmed","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"1998","COYAH","Situation report","New","Probable","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"1999","COYAH","Patient database","New","Confirmed","14 to 20 April 2014 (2014-W16)",0," 2014-W16 "
"2000","COYAH","Patient database","New","Probable","14 to 20 April 2014 (2014-W16)",0," 2014-W16 "
"2001","DABOLA","Situation report","New","Confirmed","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"2002","DABOLA","Situation report","New","Probable","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"2003","DABOLA","Patient database","New","Confirmed","14 to 20 April 2014 (2014-W16)",0," 2014-W16 "
"2004","DABOLA","Patient database","New","Probable","14 to 20 April 2014 (2014-W16)",0," 2014-W16 "
"2005","DALABA","Situation report","New","Confirmed","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"2006","DALABA","Situation report","New","Probable","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"2007","DALABA","Patient database","New","Confirmed","14 to 20 April 2014 (2014-W16)",0," 2014-W16 "
"2008","DALABA","Patient database","New","Probable","14 to 20 April 2014 (2014-W16)",0," 2014-W16 "
"2009","DINGUIRAYE","Situation report","New","Confirmed","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"2010","DINGUIRAYE","Situation report","New","Probable","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"2011","DINGUIRAYE","Patient database","New","Confirmed","14 to 20 April 2014 (2014-W16)",0," 2014-W16 "
"2012","DINGUIRAYE","Patient database","New","Probable","14 to 20 April 2014 (2014-W16)",0," 2014-W16 "
"2013","DUBREKA","Situation report","New","Confirmed","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"2014","DUBREKA","Situation report","New","Probable","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"2015","DUBREKA","Patient database","New","Confirmed","14 to 20 April 2014 (2014-W16)",0," 2014-W16 "
"2016","DUBREKA","Patient database","New","Probable","14 to 20 April 2014 (2014-W16)",0," 2014-W16 "
"2017","FARANAH","Situation report","New","Confirmed","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"2018","FARANAH","Situation report","New","Probable","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"2019","FARANAH","Patient database","New","Confirmed","14 to 20 April 2014 (2014-W16)",0," 2014-W16 "
"2020","FARANAH","Patient database","New","Probable","14 to 20 April 2014 (2014-W16)",0," 2014-W16 "
"2021","FORECARIAH","Situation report","New","Confirmed","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"2022","FORECARIAH","Situation report","New","Probable","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"2023","FORECARIAH","Patient database","New","Confirmed","14 to 20 April 2014 (2014-W16)",0," 2014-W16 "
"2024","FORECARIAH","Patient database","New","Probable","14 to 20 April 2014 (2014-W16)",0," 2014-W16 "
"2025","FRIA","Situation report","New","Confirmed","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"2026","FRIA","Situation report","New","Probable","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"2027","FRIA","Patient database","New","Confirmed","14 to 20 April 2014 (2014-W16)",0," 2014-W16 "
"2028","FRIA","Patient database","New","Probable","14 to 20 April 2014 (2014-W16)",0," 2014-W16 "
"2029","GAOUAL","Situation report","New","Confirmed","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"2030","GAOUAL","Situation report","New","Probable","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"2031","GAOUAL","Patient database","New","Confirmed","14 to 20 April 2014 (2014-W16)",0," 2014-W16 "
"2032","GAOUAL","Patient database","New","Probable","14 to 20 April 2014 (2014-W16)",0," 2014-W16 "
"2033","GUECKEDOU","Situation report","New","Confirmed","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"2034","GUECKEDOU","Situation report","New","Probable","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"2035","GUECKEDOU","Patient database","New","Confirmed","14 to 20 April 2014 (2014-W16)",7," 2014-W16 "
"2036","GUECKEDOU","Patient database","New","Probable","14 to 20 April 2014 (2014-W16)",0," 2014-W16 "
"2037","KANKAN","Situation report","New","Confirmed","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"2038","KANKAN","Situation report","New","Probable","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"2039","KANKAN","Patient database","New","Confirmed","14 to 20 April 2014 (2014-W16)",0," 2014-W16 "
"2040","KANKAN","Patient database","New","Probable","14 to 20 April 2014 (2014-W16)",0," 2014-W16 "
"2041","KEROUANE","Situation report","New","Confirmed","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"2042","KEROUANE","Situation report","New","Probable","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"2043","KEROUANE","Patient database","New","Confirmed","14 to 20 April 2014 (2014-W16)",0," 2014-W16 "
"2044","KEROUANE","Patient database","New","Probable","14 to 20 April 2014 (2014-W16)",0," 2014-W16 "
"2045","KINDIA","Situation report","New","Confirmed","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"2046","KINDIA","Situation report","New","Probable","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"2047","KINDIA","Patient database","New","Confirmed","14 to 20 April 2014 (2014-W16)",0," 2014-W16 "
"2048","KINDIA","Patient database","New","Probable","14 to 20 April 2014 (2014-W16)",0," 2014-W16 "
"2049","KISSIDOUGOU","Situation report","New","Confirmed","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"2050","KISSIDOUGOU","Situation report","New","Probable","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"2051","KISSIDOUGOU","Patient database","New","Confirmed","14 to 20 April 2014 (2014-W16)",0," 2014-W16 "
"2052","KISSIDOUGOU","Patient database","New","Probable","14 to 20 April 2014 (2014-W16)",0," 2014-W16 "
"2053","KOUBIA","Situation report","New","Confirmed","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"2054","KOUBIA","Situation report","New","Probable","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"2055","KOUBIA","Patient database","New","Confirmed","14 to 20 April 2014 (2014-W16)",0," 2014-W16 "
"2056","KOUBIA","Patient database","New","Probable","14 to 20 April 2014 (2014-W16)",0," 2014-W16 "
"2057","KOUNDARA","Situation report","New","Confirmed","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"2058","KOUNDARA","Situation report","New","Probable","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"2059","KOUNDARA","Patient database","New","Confirmed","14 to 20 April 2014 (2014-W16)",0," 2014-W16 "
"2060","KOUNDARA","Patient database","New","Probable","14 to 20 April 2014 (2014-W16)",0," 2014-W16 "
"2061","KOUROUSSA","Situation report","New","Confirmed","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"2062","KOUROUSSA","Situation report","New","Probable","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"2063","KOUROUSSA","Patient database","New","Confirmed","14 to 20 April 2014 (2014-W16)",0," 2014-W16 "
"2064","KOUROUSSA","Patient database","New","Probable","14 to 20 April 2014 (2014-W16)",0," 2014-W16 "
"2065","LABE","Situation report","New","Confirmed","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"2066","LABE","Situation report","New","Probable","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"2067","LABE","Patient database","New","Confirmed","14 to 20 April 2014 (2014-W16)",0," 2014-W16 "
"2068","LABE","Patient database","New","Probable","14 to 20 April 2014 (2014-W16)",0," 2014-W16 "
"2069","LELOUMA","Situation report","New","Confirmed","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"2070","LELOUMA","Situation report","New","Probable","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"2071","LELOUMA","Patient database","New","Confirmed","14 to 20 April 2014 (2014-W16)",0," 2014-W16 "
"2072","LELOUMA","Patient database","New","Probable","14 to 20 April 2014 (2014-W16)",0," 2014-W16 "
"2073","LOLA","Situation report","New","Confirmed","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"2074","LOLA","Situation report","New","Probable","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"2075","LOLA","Patient database","New","Confirmed","14 to 20 April 2014 (2014-W16)",0," 2014-W16 "
"2076","LOLA","Patient database","New","Probable","14 to 20 April 2014 (2014-W16)",0," 2014-W16 "
"2077","MACENTA","Situation report","New","Confirmed","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"2078","MACENTA","Situation report","New","Probable","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"2079","MACENTA","Patient database","New","Confirmed","14 to 20 April 2014 (2014-W16)",0," 2014-W16 "
"2080","MACENTA","Patient database","New","Probable","14 to 20 April 2014 (2014-W16)",0," 2014-W16 "
"2081","MALI","Situation report","New","Confirmed","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"2082","MALI","Situation report","New","Probable","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"2083","MALI","Patient database","New","Confirmed","14 to 20 April 2014 (2014-W16)",0," 2014-W16 "
"2084","MALI","Patient database","New","Probable","14 to 20 April 2014 (2014-W16)",0," 2014-W16 "
"2085","MAMOU","Situation report","New","Confirmed","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"2086","MAMOU","Situation report","New","Probable","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"2087","MAMOU","Patient database","New","Confirmed","14 to 20 April 2014 (2014-W16)",0," 2014-W16 "
"2088","MAMOU","Patient database","New","Probable","14 to 20 April 2014 (2014-W16)",0," 2014-W16 "
"2089","N'ZEREKORE","Situation report","New","Confirmed","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"2090","N'ZEREKORE","Situation report","New","Probable","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"2091","N'ZEREKORE","Patient database","New","Confirmed","14 to 20 April 2014 (2014-W16)",0," 2014-W16 "
"2092","N'ZEREKORE","Patient database","New","Probable","14 to 20 April 2014 (2014-W16)",0," 2014-W16 "
"2093","PITA","Situation report","New","Confirmed","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"2094","PITA","Situation report","New","Probable","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"2095","PITA","Patient database","New","Confirmed","14 to 20 April 2014 (2014-W16)",0," 2014-W16 "
"2096","PITA","Patient database","New","Probable","14 to 20 April 2014 (2014-W16)",0," 2014-W16 "
"2097","SIGUIRI","Situation report","New","Confirmed","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"2098","SIGUIRI","Situation report","New","Probable","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"2099","SIGUIRI","Patient database","New","Confirmed","14 to 20 April 2014 (2014-W16)",0," 2014-W16 "
"2100","SIGUIRI","Patient database","New","Probable","14 to 20 April 2014 (2014-W16)",0," 2014-W16 "
"2101","TELIMELE","Situation report","New","Confirmed","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"2102","TELIMELE","Situation report","New","Probable","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"2103","TELIMELE","Patient database","New","Confirmed","14 to 20 April 2014 (2014-W16)",0," 2014-W16 "
"2104","TELIMELE","Patient database","New","Probable","14 to 20 April 2014 (2014-W16)",0," 2014-W16 "
"2105","TOUGUE","Situation report","New","Confirmed","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"2106","TOUGUE","Situation report","New","Probable","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"2107","TOUGUE","Patient database","New","Confirmed","14 to 20 April 2014 (2014-W16)",0," 2014-W16 "
"2108","TOUGUE","Patient database","New","Probable","14 to 20 April 2014 (2014-W16)",0," 2014-W16 "
"2109","YOMOU","Situation report","New","Confirmed","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"2110","YOMOU","Situation report","New","Probable","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"2111","YOMOU","Patient database","New","Confirmed","14 to 20 April 2014 (2014-W16)",0," 2014-W16 "
"2112","YOMOU","Patient database","New","Probable","14 to 20 April 2014 (2014-W16)",0," 2014-W16 "
"2113","BEYLA","Situation report","New","Confirmed","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"2114","BEYLA","Situation report","New","Probable","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"2115","BEYLA","Patient database","New","Confirmed","21 to 27 April 2014 (2014-W17)",0," 2014-W17 "
"2116","BEYLA","Patient database","New","Probable","21 to 27 April 2014 (2014-W17)",0," 2014-W17 "
"2117","BOFFA","Situation report","New","Confirmed","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"2118","BOFFA","Situation report","New","Probable","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"2119","BOFFA","Patient database","New","Confirmed","21 to 27 April 2014 (2014-W17)",0," 2014-W17 "
"2120","BOFFA","Patient database","New","Probable","21 to 27 April 2014 (2014-W17)",0," 2014-W17 "
"2121","BOKE","Situation report","New","Confirmed","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"2122","BOKE","Situation report","New","Probable","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"2123","BOKE","Patient database","New","Confirmed","21 to 27 April 2014 (2014-W17)",0," 2014-W17 "
"2124","BOKE","Patient database","New","Probable","21 to 27 April 2014 (2014-W17)",0," 2014-W17 "
"2125","CONAKRY","Situation report","New","Confirmed","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"2126","CONAKRY","Situation report","New","Probable","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"2127","CONAKRY","Patient database","New","Confirmed","21 to 27 April 2014 (2014-W17)",2," 2014-W17 "
"2128","CONAKRY","Patient database","New","Probable","21 to 27 April 2014 (2014-W17)",0," 2014-W17 "
"2129","COYAH","Situation report","New","Confirmed","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"2130","COYAH","Situation report","New","Probable","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"2131","COYAH","Patient database","New","Confirmed","21 to 27 April 2014 (2014-W17)",0," 2014-W17 "
"2132","COYAH","Patient database","New","Probable","21 to 27 April 2014 (2014-W17)",0," 2014-W17 "
"2133","DABOLA","Situation report","New","Confirmed","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"2134","DABOLA","Situation report","New","Probable","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"2135","DABOLA","Patient database","New","Confirmed","21 to 27 April 2014 (2014-W17)",0," 2014-W17 "
"2136","DABOLA","Patient database","New","Probable","21 to 27 April 2014 (2014-W17)",0," 2014-W17 "
"2137","DALABA","Situation report","New","Confirmed","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"2138","DALABA","Situation report","New","Probable","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"2139","DALABA","Patient database","New","Confirmed","21 to 27 April 2014 (2014-W17)",0," 2014-W17 "
"2140","DALABA","Patient database","New","Probable","21 to 27 April 2014 (2014-W17)",0," 2014-W17 "
"2141","DINGUIRAYE","Situation report","New","Confirmed","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"2142","DINGUIRAYE","Situation report","New","Probable","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"2143","DINGUIRAYE","Patient database","New","Confirmed","21 to 27 April 2014 (2014-W17)",0," 2014-W17 "
"2144","DINGUIRAYE","Patient database","New","Probable","21 to 27 April 2014 (2014-W17)",0," 2014-W17 "
"2145","DUBREKA","Situation report","New","Confirmed","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"2146","DUBREKA","Situation report","New","Probable","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"2147","DUBREKA","Patient database","New","Confirmed","21 to 27 April 2014 (2014-W17)",0," 2014-W17 "
"2148","DUBREKA","Patient database","New","Probable","21 to 27 April 2014 (2014-W17)",0," 2014-W17 "
"2149","FARANAH","Situation report","New","Confirmed","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"2150","FARANAH","Situation report","New","Probable","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"2151","FARANAH","Patient database","New","Confirmed","21 to 27 April 2014 (2014-W17)",0," 2014-W17 "
"2152","FARANAH","Patient database","New","Probable","21 to 27 April 2014 (2014-W17)",0," 2014-W17 "
"2153","FORECARIAH","Situation report","New","Confirmed","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"2154","FORECARIAH","Situation report","New","Probable","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"2155","FORECARIAH","Patient database","New","Confirmed","21 to 27 April 2014 (2014-W17)",0," 2014-W17 "
"2156","FORECARIAH","Patient database","New","Probable","21 to 27 April 2014 (2014-W17)",0," 2014-W17 "
"2157","FRIA","Situation report","New","Confirmed","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"2158","FRIA","Situation report","New","Probable","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"2159","FRIA","Patient database","New","Confirmed","21 to 27 April 2014 (2014-W17)",0," 2014-W17 "
"2160","FRIA","Patient database","New","Probable","21 to 27 April 2014 (2014-W17)",0," 2014-W17 "
"2161","GAOUAL","Situation report","New","Confirmed","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"2162","GAOUAL","Situation report","New","Probable","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"2163","GAOUAL","Patient database","New","Confirmed","21 to 27 April 2014 (2014-W17)",0," 2014-W17 "
"2164","GAOUAL","Patient database","New","Probable","21 to 27 April 2014 (2014-W17)",0," 2014-W17 "
"2165","GUECKEDOU","Situation report","New","Confirmed","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"2166","GUECKEDOU","Situation report","New","Probable","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"2167","GUECKEDOU","Patient database","New","Confirmed","21 to 27 April 2014 (2014-W17)",9," 2014-W17 "
"2168","GUECKEDOU","Patient database","New","Probable","21 to 27 April 2014 (2014-W17)",0," 2014-W17 "
"2169","KANKAN","Situation report","New","Confirmed","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"2170","KANKAN","Situation report","New","Probable","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"2171","KANKAN","Patient database","New","Confirmed","21 to 27 April 2014 (2014-W17)",0," 2014-W17 "
"2172","KANKAN","Patient database","New","Probable","21 to 27 April 2014 (2014-W17)",0," 2014-W17 "
"2173","KEROUANE","Situation report","New","Confirmed","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"2174","KEROUANE","Situation report","New","Probable","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"2175","KEROUANE","Patient database","New","Confirmed","21 to 27 April 2014 (2014-W17)",0," 2014-W17 "
"2176","KEROUANE","Patient database","New","Probable","21 to 27 April 2014 (2014-W17)",0," 2014-W17 "
"2177","KINDIA","Situation report","New","Confirmed","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"2178","KINDIA","Situation report","New","Probable","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"2179","KINDIA","Patient database","New","Confirmed","21 to 27 April 2014 (2014-W17)",0," 2014-W17 "
"2180","KINDIA","Patient database","New","Probable","21 to 27 April 2014 (2014-W17)",0," 2014-W17 "
"2181","KISSIDOUGOU","Situation report","New","Confirmed","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"2182","KISSIDOUGOU","Situation report","New","Probable","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"2183","KISSIDOUGOU","Patient database","New","Confirmed","21 to 27 April 2014 (2014-W17)",0," 2014-W17 "
