"","Location","Source","Indicator","Case_definition","Week","Cases","Epi_Week"
"1475","MARGIBI","Patient database","New","Confirmed","16 to 22 June 2014 (2014-W25)","0"," 2014-W25 "
"1476","MARGIBI","Patient database","New","Probable","16 to 22 June 2014 (2014-W25)","0"," 2014-W25 "
"1477","MARYLAND","Situation report","New","Confirmed","16 to 22 June 2014 (2014-W25)",NA," 2014-W25 "
"1478","MARYLAND","Situation report","New","Probable","16 to 22 June 2014 (2014-W25)",NA," 2014-W25 "
"1479","MARYLAND","Patient database","New","Confirmed","16 to 22 June 2014 (2014-W25)","0"," 2014-W25 "
"1480","MARYLAND","Patient database","New","Probable","16 to 22 June 2014 (2014-W25)","0"," 2014-W25 "
"1481","MONTSERRADO","Situation report","New","Confirmed","16 to 22 June 2014 (2014-W25)",NA," 2014-W25 "
"1482","MONTSERRADO","Situation report","New","Probable","16 to 22 June 2014 (2014-W25)",NA," 2014-W25 "
"1483","MONTSERRADO","Patient database","New","Confirmed","16 to 22 June 2014 (2014-W25)","5"," 2014-W25 "
"1484","MONTSERRADO","Patient database","New","Probable","16 to 22 June 2014 (2014-W25)","0"," 2014-W25 "
"1485","NIMBA","Situation report","New","Confirmed","16 to 22 June 2014 (2014-W25)",NA," 2014-W25 "
"1486","NIMBA","Situation report","New","Probable","16 to 22 June 2014 (2014-W25)",NA," 2014-W25 "
"1487","NIMBA","Patient database","New","Confirmed","16 to 22 June 2014 (2014-W25)","0"," 2014-W25 "
"1488","NIMBA","Patient database","New","Probable","16 to 22 June 2014 (2014-W25)","0"," 2014-W25 "
"1489","RIVER GEE","Situation report","New","Confirmed","16 to 22 June 2014 (2014-W25)",NA," 2014-W25 "
"1490","RIVER GEE","Situation report","New","Probable","16 to 22 June 2014 (2014-W25)",NA," 2014-W25 "
"1491","RIVER GEE","Patient database","New","Confirmed","16 to 22 June 2014 (2014-W25)","0"," 2014-W25 "
"1492","RIVER GEE","Patient database","New","Probable","16 to 22 June 2014 (2014-W25)","0"," 2014-W25 "
"1493","RIVERCESS","Situation report","New","Confirmed","16 to 22 June 2014 (2014-W25)",NA," 2014-W25 "
"1494","RIVERCESS","Situation report","New","Probable","16 to 22 June 2014 (2014-W25)",NA," 2014-W25 "
"1495","RIVERCESS","Patient database","New","Confirmed","16 to 22 June 2014 (2014-W25)","0"," 2014-W25 "
"1496","RIVERCESS","Patient database","New","Probable","16 to 22 June 2014 (2014-W25)","0"," 2014-W25 "
"1497","SINOE","Situation report","New","Confirmed","16 to 22 June 2014 (2014-W25)",NA," 2014-W25 "
"1498","SINOE","Situation report","New","Probable","16 to 22 June 2014 (2014-W25)",NA," 2014-W25 "
"1499","SINOE","Patient database","New","Confirmed","16 to 22 June 2014 (2014-W25)","0"," 2014-W25 "
"1500","SINOE","Patient database","New","Probable","16 to 22 June 2014 (2014-W25)","0"," 2014-W25 "
"1501","BOMI","Situation report","New","Confirmed","23 to 29 June 2014 (2014-W26)",NA," 2014-W26 "
"1502","BOMI","Situation report","New","Probable","23 to 29 June 2014 (2014-W26)",NA," 2014-W26 "
"1503","BOMI","Patient database","New","Confirmed","23 to 29 June 2014 (2014-W26)","1"," 2014-W26 "
"1504","BOMI","Patient database","New","Probable","23 to 29 June 2014 (2014-W26)","0"," 2014-W26 "
"1505","BONG","Situation report","New","Confirmed","23 to 29 June 2014 (2014-W26)",NA," 2014-W26 "
"1506","BONG","Situation report","New","Probable","23 to 29 June 2014 (2014-W26)",NA," 2014-W26 "
"1507","BONG","Patient database","New","Confirmed","23 to 29 June 2014 (2014-W26)","0"," 2014-W26 "
"1508","BONG","Patient database","New","Probable","23 to 29 June 2014 (2014-W26)","0"," 2014-W26 "
"1509","GBARPOLU","Situation report","New","Confirmed","23 to 29 June 2014 (2014-W26)",NA," 2014-W26 "
"1510","GBARPOLU","Situation report","New","Probable","23 to 29 June 2014 (2014-W26)",NA," 2014-W26 "
"1511","GBARPOLU","Patient database","New","Confirmed","23 to 29 June 2014 (2014-W26)","0"," 2014-W26 "
"1512","GBARPOLU","Patient database","New","Probable","23 to 29 June 2014 (2014-W26)","0"," 2014-W26 "
"1513","GRAND BASSA","Situation report","New","Confirmed","23 to 29 June 2014 (2014-W26)",NA," 2014-W26 "
"1514","GRAND BASSA","Situation report","New","Probable","23 to 29 June 2014 (2014-W26)",NA," 2014-W26 "
"1515","GRAND BASSA","Patient database","New","Confirmed","23 to 29 June 2014 (2014-W26)","0"," 2014-W26 "
"1516","GRAND BASSA","Patient database","New","Probable","23 to 29 June 2014 (2014-W26)","0"," 2014-W26 "
"1517","GRAND CAPE MOUNT","Situation report","New","Confirmed","23 to 29 June 2014 (2014-W26)",NA," 2014-W26 "
"1518","GRAND CAPE MOUNT","Situation report","New","Probable","23 to 29 June 2014 (2014-W26)",NA," 2014-W26 "
"1519","GRAND CAPE MOUNT","Patient database","New","Confirmed","23 to 29 June 2014 (2014-W26)","0"," 2014-W26 "
"1520","GRAND CAPE MOUNT","Patient database","New","Probable","23 to 29 June 2014 (2014-W26)","0"," 2014-W26 "
"1521","GRAND GEDEH","Situation report","New","Confirmed","23 to 29 June 2014 (2014-W26)",NA," 2014-W26 "
"1522","GRAND GEDEH","Situation report","New","Probable","23 to 29 June 2014 (2014-W26)",NA," 2014-W26 "
"1523","GRAND GEDEH","Patient database","New","Confirmed","23 to 29 June 2014 (2014-W26)","0"," 2014-W26 "
"1524","GRAND GEDEH","Patient database","New","Probable","23 to 29 June 2014 (2014-W26)","0"," 2014-W26 "
"1525","GRAND KRU","Situation report","New","Confirmed","23 to 29 June 2014 (2014-W26)",NA," 2014-W26 "
"1526","GRAND KRU","Situation report","New","Probable","23 to 29 June 2014 (2014-W26)",NA," 2014-W26 "
"1527","GRAND KRU","Patient database","New","Confirmed","23 to 29 June 2014 (2014-W26)","0"," 2014-W26 "
"1528","GRAND KRU","Patient database","New","Probable","23 to 29 June 2014 (2014-W26)","0"," 2014-W26 "
"1529","LOFA","Situation report","New","Confirmed","23 to 29 June 2014 (2014-W26)",NA," 2014-W26 "
"1530","LOFA","Situation report","New","Probable","23 to 29 June 2014 (2014-W26)",NA," 2014-W26 "
"1531","LOFA","Patient database","New","Confirmed","23 to 29 June 2014 (2014-W26)","14"," 2014-W26 "
"1532","LOFA","Patient database","New","Probable","23 to 29 June 2014 (2014-W26)","0"," 2014-W26 "
"1533","MARGIBI","Situation report","New","Confirmed","23 to 29 June 2014 (2014-W26)",NA," 2014-W26 "
"1534","MARGIBI","Situation report","New","Probable","23 to 29 June 2014 (2014-W26)",NA," 2014-W26 "
"1535","MARGIBI","Patient database","New","Confirmed","23 to 29 June 2014 (2014-W26)","1"," 2014-W26 "
"1536","MARGIBI","Patient database","New","Probable","23 to 29 June 2014 (2014-W26)","0"," 2014-W26 "
"1537","MARYLAND","Situation report","New","Confirmed","23 to 29 June 2014 (2014-W26)",NA," 2014-W26 "
"1538","MARYLAND","Situation report","New","Probable","23 to 29 June 2014 (2014-W26)",NA," 2014-W26 "
"1539","MARYLAND","Patient database","New","Confirmed","23 to 29 June 2014 (2014-W26)","0"," 2014-W26 "
"1540","MARYLAND","Patient database","New","Probable","23 to 29 June 2014 (2014-W26)","0"," 2014-W26 "
"1541","MONTSERRADO","Situation report","New","Confirmed","23 to 29 June 2014 (2014-W26)",NA," 2014-W26 "
"1542","MONTSERRADO","Situation report","New","Probable","23 to 29 June 2014 (2014-W26)",NA," 2014-W26 "
"1543","MONTSERRADO","Patient database","New","Confirmed","23 to 29 June 2014 (2014-W26)","11"," 2014-W26 "
"1544","MONTSERRADO","Patient database","New","Probable","23 to 29 June 2014 (2014-W26)","0"," 2014-W26 "
"1545","NIMBA","Situation report","New","Confirmed","23 to 29 June 2014 (2014-W26)",NA," 2014-W26 "
"1546","NIMBA","Situation report","New","Probable","23 to 29 June 2014 (2014-W26)",NA," 2014-W26 "
"1547","NIMBA","Patient database","New","Confirmed","23 to 29 June 2014 (2014-W26)","0"," 2014-W26 "
"1548","NIMBA","Patient database","New","Probable","23 to 29 June 2014 (2014-W26)","0"," 2014-W26 "
"1549","RIVER GEE","Situation report","New","Confirmed","23 to 29 June 2014 (2014-W26)",NA," 2014-W26 "
"1550","RIVER GEE","Situation report","New","Probable","23 to 29 June 2014 (2014-W26)",NA," 2014-W26 "
"1551","RIVER GEE","Patient database","New","Confirmed","23 to 29 June 2014 (2014-W26)","0"," 2014-W26 "
"1552","RIVER GEE","Patient database","New","Probable","23 to 29 June 2014 (2014-W26)","0"," 2014-W26 "
"1553","RIVERCESS","Situation report","New","Confirmed","23 to 29 June 2014 (2014-W26)",NA," 2014-W26 "
"1554","RIVERCESS","Situation report","New","Probable","23 to 29 June 2014 (2014-W26)",NA," 2014-W26 "
"1555","RIVERCESS","Patient database","New","Confirmed","23 to 29 June 2014 (2014-W26)","0"," 2014-W26 "
"1556","RIVERCESS","Patient database","New","Probable","23 to 29 June 2014 (2014-W26)","0"," 2014-W26 "
"1557","SINOE","Situation report","New","Confirmed","23 to 29 June 2014 (2014-W26)",NA," 2014-W26 "
"1558","SINOE","Situation report","New","Probable","23 to 29 June 2014 (2014-W26)",NA," 2014-W26 "
"1559","SINOE","Patient database","New","Confirmed","23 to 29 June 2014 (2014-W26)","0"," 2014-W26 "
"1560","SINOE","Patient database","New","Probable","23 to 29 June 2014 (2014-W26)","0"," 2014-W26 "
"1561","BOMI","Situation report","New","Confirmed","30 June to 06 July 2014 (2014-W27)",NA," 2014-W27 "
"1562","BOMI","Situation report","New","Probable","30 June to 06 July 2014 (2014-W27)",NA," 2014-W27 "
"1563","BOMI","Patient database","New","Confirmed","30 June to 06 July 2014 (2014-W27)","0"," 2014-W27 "
"1564","BOMI","Patient database","New","Probable","30 June to 06 July 2014 (2014-W27)","0"," 2014-W27 "
"1565","BONG","Situation report","New","Confirmed","30 June to 06 July 2014 (2014-W27)",NA," 2014-W27 "
"1566","BONG","Situation report","New","Probable","30 June to 06 July 2014 (2014-W27)",NA," 2014-W27 "
"1567","BONG","Patient database","New","Confirmed","30 June to 06 July 2014 (2014-W27)","1"," 2014-W27 "
"1568","BONG","Patient database","New","Probable","30 June to 06 July 2014 (2014-W27)","0"," 2014-W27 "
"1569","GBARPOLU","Situation report","New","Confirmed","30 June to 06 July 2014 (2014-W27)",NA," 2014-W27 "
"1570","GBARPOLU","Situation report","New","Probable","30 June to 06 July 2014 (2014-W27)",NA," 2014-W27 "
"1571","GBARPOLU","Patient database","New","Confirmed","30 June to 06 July 2014 (2014-W27)","0"," 2014-W27 "
"1572","GBARPOLU","Patient database","New","Probable","30 June to 06 July 2014 (2014-W27)","0"," 2014-W27 "
"1573","GRAND BASSA","Situation report","New","Confirmed","30 June to 06 July 2014 (2014-W27)",NA," 2014-W27 "
"1574","GRAND BASSA","Situation report","New","Probable","30 June to 06 July 2014 (2014-W27)",NA," 2014-W27 "
"1575","GRAND BASSA","Patient database","New","Confirmed","30 June to 06 July 2014 (2014-W27)","0"," 2014-W27 "
"1576","GRAND BASSA","Patient database","New","Probable","30 June to 06 July 2014 (2014-W27)","0"," 2014-W27 "
"1577","GRAND CAPE MOUNT","Situation report","New","Confirmed","30 June to 06 July 2014 (2014-W27)",NA," 2014-W27 "
"1578","GRAND CAPE MOUNT","Situation report","New","Probable","30 June to 06 July 2014 (2014-W27)",NA," 2014-W27 "
"1579","GRAND CAPE MOUNT","Patient database","New","Confirmed","30 June to 06 July 2014 (2014-W27)","0"," 2014-W27 "
"1580","GRAND CAPE MOUNT","Patient database","New","Probable","30 June to 06 July 2014 (2014-W27)","0"," 2014-W27 "
"1581","GRAND GEDEH","Situation report","New","Confirmed","30 June to 06 July 2014 (2014-W27)",NA," 2014-W27 "
"1582","GRAND GEDEH","Situation report","New","Probable","30 June to 06 July 2014 (2014-W27)",NA," 2014-W27 "
"1583","GRAND GEDEH","Patient database","New","Confirmed","30 June to 06 July 2014 (2014-W27)","0"," 2014-W27 "
"1584","GRAND GEDEH","Patient database","New","Probable","30 June to 06 July 2014 (2014-W27)","0"," 2014-W27 "
"1585","GRAND KRU","Situation report","New","Confirmed","30 June to 06 July 2014 (2014-W27)",NA," 2014-W27 "
"1586","GRAND KRU","Situation report","New","Probable","30 June to 06 July 2014 (2014-W27)",NA," 2014-W27 "
"1587","GRAND KRU","Patient database","New","Confirmed","30 June to 06 July 2014 (2014-W27)","0"," 2014-W27 "
"1588","GRAND KRU","Patient database","New","Probable","30 June to 06 July 2014 (2014-W27)","0"," 2014-W27 "
"1589","LOFA","Situation report","New","Confirmed","30 June to 06 July 2014 (2014-W27)",NA," 2014-W27 "
"1590","LOFA","Situation report","New","Probable","30 June to 06 July 2014 (2014-W27)",NA," 2014-W27 "
"1591","LOFA","Patient database","New","Confirmed","30 June to 06 July 2014 (2014-W27)","13"," 2014-W27 "
"1592","LOFA","Patient database","New","Probable","30 June to 06 July 2014 (2014-W27)","2"," 2014-W27 "
"1593","MARGIBI","Situation report","New","Confirmed","30 June to 06 July 2014 (2014-W27)",NA," 2014-W27 "
"1594","MARGIBI","Situation report","New","Probable","30 June to 06 July 2014 (2014-W27)",NA," 2014-W27 "
"1595","MARGIBI","Patient database","New","Confirmed","30 June to 06 July 2014 (2014-W27)","1"," 2014-W27 "
"1596","MARGIBI","Patient database","New","Probable","30 June to 06 July 2014 (2014-W27)","0"," 2014-W27 "
"1597","MARYLAND","Situation report","New","Confirmed","30 June to 06 July 2014 (2014-W27)",NA," 2014-W27 "
"1598","MARYLAND","Situation report","New","Probable","30 June to 06 July 2014 (2014-W27)",NA," 2014-W27 "
"1599","MARYLAND","Patient database","New","Confirmed","30 June to 06 July 2014 (2014-W27)","0"," 2014-W27 "
"1600","MARYLAND","Patient database","New","Probable","30 June to 06 July 2014 (2014-W27)","0"," 2014-W27 "
"1601","MONTSERRADO","Situation report","New","Confirmed","30 June to 06 July 2014 (2014-W27)",NA," 2014-W27 "
"1602","MONTSERRADO","Situation report","New","Probable","30 June to 06 July 2014 (2014-W27)",NA," 2014-W27 "
"1603","MONTSERRADO","Patient database","New","Confirmed","30 June to 06 July 2014 (2014-W27)","6"," 2014-W27 "
"1604","MONTSERRADO","Patient database","New","Probable","30 June to 06 July 2014 (2014-W27)","2"," 2014-W27 "
"1605","NIMBA","Situation report","New","Confirmed","30 June to 06 July 2014 (2014-W27)",NA," 2014-W27 "
"1606","NIMBA","Situation report","New","Probable","30 June to 06 July 2014 (2014-W27)",NA," 2014-W27 "
"1607","NIMBA","Patient database","New","Confirmed","30 June to 06 July 2014 (2014-W27)","1"," 2014-W27 "
"1608","NIMBA","Patient database","New","Probable","30 June to 06 July 2014 (2014-W27)","0"," 2014-W27 "
"1609","RIVER GEE","Situation report","New","Confirmed","30 June to 06 July 2014 (2014-W27)",NA," 2014-W27 "
"1610","RIVER GEE","Situation report","New","Probable","30 June to 06 July 2014 (2014-W27)",NA," 2014-W27 "
"1611","RIVER GEE","Patient database","New","Confirmed","30 June to 06 July 2014 (2014-W27)","0"," 2014-W27 "
"1612","RIVER GEE","Patient database","New","Probable","30 June to 06 July 2014 (2014-W27)","0"," 2014-W27 "
"1613","RIVERCESS","Situation report","New","Confirmed","30 June to 06 July 2014 (2014-W27)",NA," 2014-W27 "
"1614","RIVERCESS","Situation report","New","Probable","30 June to 06 July 2014 (2014-W27)",NA," 2014-W27 "
"1615","RIVERCESS","Patient database","New","Confirmed","30 June to 06 July 2014 (2014-W27)","0"," 2014-W27 "
"1616","RIVERCESS","Patient database","New","Probable","30 June to 06 July 2014 (2014-W27)","0"," 2014-W27 "
"1617","SINOE","Situation report","New","Confirmed","30 June to 06 July 2014 (2014-W27)",NA," 2014-W27 "
"1618","SINOE","Situation report","New","Probable","30 June to 06 July 2014 (2014-W27)",NA," 2014-W27 "
"1619","SINOE","Patient database","New","Confirmed","30 June to 06 July 2014 (2014-W27)","0"," 2014-W27 "
"1620","SINOE","Patient database","New","Probable","30 June to 06 July 2014 (2014-W27)","0"," 2014-W27 "
"1621","BOMI","Situation report","New","Confirmed","07 to 13 July 2014 (2014-W28)",NA," 2014-W28 "
"1622","BOMI","Situation report","New","Probable","07 to 13 July 2014 (2014-W28)",NA," 2014-W28 "
"1623","BOMI","Patient database","New","Confirmed","07 to 13 July 2014 (2014-W28)","1"," 2014-W28 "
"1624","BOMI","Patient database","New","Probable","07 to 13 July 2014 (2014-W28)","1"," 2014-W28 "
"1625","BONG","Situation report","New","Confirmed","07 to 13 July 2014 (2014-W28)",NA," 2014-W28 "
"1626","BONG","Situation report","New","Probable","07 to 13 July 2014 (2014-W28)",NA," 2014-W28 "
"1627","BONG","Patient database","New","Confirmed","07 to 13 July 2014 (2014-W28)","1"," 2014-W28 "
"1628","BONG","Patient database","New","Probable","07 to 13 July 2014 (2014-W28)","0"," 2014-W28 "
"1629","GBARPOLU","Situation report","New","Confirmed","07 to 13 July 2014 (2014-W28)",NA," 2014-W28 "
"1630","GBARPOLU","Situation report","New","Probable","07 to 13 July 2014 (2014-W28)",NA," 2014-W28 "
"1631","GBARPOLU","Patient database","New","Confirmed","07 to 13 July 2014 (2014-W28)","0"," 2014-W28 "
"1632","GBARPOLU","Patient database","New","Probable","07 to 13 July 2014 (2014-W28)","0"," 2014-W28 "
"1633","GRAND BASSA","Situation report","New","Confirmed","07 to 13 July 2014 (2014-W28)",NA," 2014-W28 "
"1634","GRAND BASSA","Situation report","New","Probable","07 to 13 July 2014 (2014-W28)",NA," 2014-W28 "
"1635","GRAND BASSA","Patient database","New","Confirmed","07 to 13 July 2014 (2014-W28)","1"," 2014-W28 "
"1636","GRAND BASSA","Patient database","New","Probable","07 to 13 July 2014 (2014-W28)","1"," 2014-W28 "
"1637","GRAND CAPE MOUNT","Situation report","New","Confirmed","07 to 13 July 2014 (2014-W28)",NA," 2014-W28 "
"1638","GRAND CAPE MOUNT","Situation report","New","Probable","07 to 13 July 2014 (2014-W28)",NA," 2014-W28 "
"1639","GRAND CAPE MOUNT","Patient database","New","Confirmed","07 to 13 July 2014 (2014-W28)","0"," 2014-W28 "
"1640","GRAND CAPE MOUNT","Patient database","New","Probable","07 to 13 July 2014 (2014-W28)","0"," 2014-W28 "
"1641","GRAND GEDEH","Situation report","New","Confirmed","07 to 13 July 2014 (2014-W28)",NA," 2014-W28 "
"1642","GRAND GEDEH","Situation report","New","Probable","07 to 13 July 2014 (2014-W28)",NA," 2014-W28 "
"1643","GRAND GEDEH","Patient database","New","Confirmed","07 to 13 July 2014 (2014-W28)","0"," 2014-W28 "
"1644","GRAND GEDEH","Patient database","New","Probable","07 to 13 July 2014 (2014-W28)","0"," 2014-W28 "
"1645","GRAND KRU","Situation report","New","Confirmed","07 to 13 July 2014 (2014-W28)",NA," 2014-W28 "
"1646","GRAND KRU","Situation report","New","Probable","07 to 13 July 2014 (2014-W28)",NA," 2014-W28 "
"1647","GRAND KRU","Patient database","New","Confirmed","07 to 13 July 2014 (2014-W28)","0"," 2014-W28 "
"1648","GRAND KRU","Patient database","New","Probable","07 to 13 July 2014 (2014-W28)","0"," 2014-W28 "
"1649","LOFA","Situation report","New","Confirmed","07 to 13 July 2014 (2014-W28)",NA," 2014-W28 "
"1650","LOFA","Situation report","New","Probable","07 to 13 July 2014 (2014-W28)",NA," 2014-W28 "
"1651","LOFA","Patient database","New","Confirmed","07 to 13 July 2014 (2014-W28)","8"," 2014-W28 "
"1652","LOFA","Patient database","New","Probable","07 to 13 July 2014 (2014-W28)","1"," 2014-W28 "
"1653","MARGIBI","Situation report","New","Confirmed","07 to 13 July 2014 (2014-W28)",NA," 2014-W28 "
"1654","MARGIBI","Situation report","New","Probable","07 to 13 July 2014 (2014-W28)",NA," 2014-W28 "
"1655","MARGIBI","Patient database","New","Confirmed","07 to 13 July 2014 (2014-W28)","1"," 2014-W28 "
"1656","MARGIBI","Patient database","New","Probable","07 to 13 July 2014 (2014-W28)","0"," 2014-W28 "
"1657","MARYLAND","Situation report","New","Confirmed","07 to 13 July 2014 (2014-W28)",NA," 2014-W28 "
"1658","MARYLAND","Situation report","New","Probable","07 to 13 July 2014 (2014-W28)",NA," 2014-W28 "
"1659","MARYLAND","Patient database","New","Confirmed","07 to 13 July 2014 (2014-W28)","0"," 2014-W28 "
"1660","MARYLAND","Patient database","New","Probable","07 to 13 July 2014 (2014-W28)","0"," 2014-W28 "
"1661","MONTSERRADO","Situation report","New","Confirmed","07 to 13 July 2014 (2014-W28)",NA," 2014-W28 "
"1662","MONTSERRADO","Situation report","New","Probable","07 to 13 July 2014 (2014-W28)",NA," 2014-W28 "
"1663","MONTSERRADO","Patient database","New","Confirmed","07 to 13 July 2014 (2014-W28)","16"," 2014-W28 "
"1664","MONTSERRADO","Patient database","New","Probable","07 to 13 July 2014 (2014-W28)","2"," 2014-W28 "
"1665","NIMBA","Situation report","New","Confirmed","07 to 13 July 2014 (2014-W28)",NA," 2014-W28 "
"1666","NIMBA","Situation report","New","Probable","07 to 13 July 2014 (2014-W28)",NA," 2014-W28 "
"1667","NIMBA","Patient database","New","Confirmed","07 to 13 July 2014 (2014-W28)","2"," 2014-W28 "
"1668","NIMBA","Patient database","New","Probable","07 to 13 July 2014 (2014-W28)","0"," 2014-W28 "
"1669","RIVER GEE","Situation report","New","Confirmed","07 to 13 July 2014 (2014-W28)",NA," 2014-W28 "
"1670","RIVER GEE","Situation report","New","Probable","07 to 13 July 2014 (2014-W28)",NA," 2014-W28 "
"1671","RIVER GEE","Patient database","New","Confirmed","07 to 13 July 2014 (2014-W28)","0"," 2014-W28 "
"1672","RIVER GEE","Patient database","New","Probable","07 to 13 July 2014 (2014-W28)","0"," 2014-W28 "
"1673","RIVERCESS","Situation report","New","Confirmed","07 to 13 July 2014 (2014-W28)",NA," 2014-W28 "
"1674","RIVERCESS","Situation report","New","Probable","07 to 13 July 2014 (2014-W28)",NA," 2014-W28 "
"1675","RIVERCESS","Patient database","New","Confirmed","07 to 13 July 2014 (2014-W28)","3"," 2014-W28 "
"1676","RIVERCESS","Patient database","New","Probable","07 to 13 July 2014 (2014-W28)","0"," 2014-W28 "
"1677","SINOE","Situation report","New","Confirmed","07 to 13 July 2014 (2014-W28)",NA," 2014-W28 "
"1678","SINOE","Situation report","New","Probable","07 to 13 July 2014 (2014-W28)",NA," 2014-W28 "
"1679","SINOE","Patient database","New","Confirmed","07 to 13 July 2014 (2014-W28)","0"," 2014-W28 "
"1680","SINOE","Patient database","New","Probable","07 to 13 July 2014 (2014-W28)","0"," 2014-W28 "
"1681","BOMI","Situation report","New","Confirmed","14 to 20 July 2014 (2014-W29)",NA," 2014-W29 "
"1682","BOMI","Situation report","New","Probable","14 to 20 July 2014 (2014-W29)",NA," 2014-W29 "
"1683","BOMI","Patient database","New","Confirmed","14 to 20 July 2014 (2014-W29)","3"," 2014-W29 "
"1684","BOMI","Patient database","New","Probable","14 to 20 July 2014 (2014-W29)","0"," 2014-W29 "
"1685","BONG","Situation report","New","Confirmed","14 to 20 July 2014 (2014-W29)",NA," 2014-W29 "
"1686","BONG","Situation report","New","Probable","14 to 20 July 2014 (2014-W29)",NA," 2014-W29 "
"1687","BONG","Patient database","New","Confirmed","14 to 20 July 2014 (2014-W29)","4"," 2014-W29 "
"1688","BONG","Patient database","New","Probable","14 to 20 July 2014 (2014-W29)","1"," 2014-W29 "
"1689","GBARPOLU","Situation report","New","Confirmed","14 to 20 July 2014 (2014-W29)",NA," 2014-W29 "
"1690","GBARPOLU","Situation report","New","Probable","14 to 20 July 2014 (2014-W29)",NA," 2014-W29 "
"1691","GBARPOLU","Patient database","New","Confirmed","14 to 20 July 2014 (2014-W29)","0"," 2014-W29 "
"1692","GBARPOLU","Patient database","New","Probable","14 to 20 July 2014 (2014-W29)","0"," 2014-W29 "
"1693","GRAND BASSA","Situation report","New","Confirmed","14 to 20 July 2014 (2014-W29)",NA," 2014-W29 "
"1694","GRAND BASSA","Situation report","New","Probable","14 to 20 July 2014 (2014-W29)",NA," 2014-W29 "
"1695","GRAND BASSA","Patient database","New","Confirmed","14 to 20 July 2014 (2014-W29)","0"," 2014-W29 "
"1696","GRAND BASSA","Patient database","New","Probable","14 to 20 July 2014 (2014-W29)","0"," 2014-W29 "
"1697","GRAND CAPE MOUNT","Situation report","New","Confirmed","14 to 20 July 2014 (2014-W29)",NA," 2014-W29 "
"1698","GRAND CAPE MOUNT","Situation report","New","Probable","14 to 20 July 2014 (2014-W29)",NA," 2014-W29 "
"1699","GRAND CAPE MOUNT","Patient database","New","Confirmed","14 to 20 July 2014 (2014-W29)","0"," 2014-W29 "
"1700","GRAND CAPE MOUNT","Patient database","New","Probable","14 to 20 July 2014 (2014-W29)","0"," 2014-W29 "
"1701","GRAND GEDEH","Situation report","New","Confirmed","14 to 20 July 2014 (2014-W29)",NA," 2014-W29 "
"1702","GRAND GEDEH","Situation report","New","Probable","14 to 20 July 2014 (2014-W29)",NA," 2014-W29 "
"1703","GRAND GEDEH","Patient database","New","Confirmed","14 to 20 July 2014 (2014-W29)","0"," 2014-W29 "
"1704","GRAND GEDEH","Patient database","New","Probable","14 to 20 July 2014 (2014-W29)","0"," 2014-W29 "
"1705","GRAND KRU","Situation report","New","Confirmed","14 to 20 July 2014 (2014-W29)",NA," 2014-W29 "
"1706","GRAND KRU","Situation report","New","Probable","14 to 20 July 2014 (2014-W29)",NA," 2014-W29 "
"1707","GRAND KRU","Patient database","New","Confirmed","14 to 20 July 2014 (2014-W29)","0"," 2014-W29 "
"1708","GRAND KRU","Patient database","New","Probable","14 to 20 July 2014 (2014-W29)","0"," 2014-W29 "
"1709","LOFA","Situation report","New","Confirmed","14 to 20 July 2014 (2014-W29)",NA," 2014-W29 "
"1710","LOFA","Situation report","New","Probable","14 to 20 July 2014 (2014-W29)",NA," 2014-W29 "
"1711","LOFA","Patient database","New","Confirmed","14 to 20 July 2014 (2014-W29)","3"," 2014-W29 "
"1712","LOFA","Patient database","New","Probable","14 to 20 July 2014 (2014-W29)","3"," 2014-W29 "
"1713","MARGIBI","Situation report","New","Confirmed","14 to 20 July 2014 (2014-W29)",NA," 2014-W29 "
"1714","MARGIBI","Situation report","New","Probable","14 to 20 July 2014 (2014-W29)",NA," 2014-W29 "
"1715","MARGIBI","Patient database","New","Confirmed","14 to 20 July 2014 (2014-W29)","1"," 2014-W29 "
"1716","MARGIBI","Patient database","New","Probable","14 to 20 July 2014 (2014-W29)","0"," 2014-W29 "
"1717","MARYLAND","Situation report","New","Confirmed","14 to 20 July 2014 (2014-W29)",NA," 2014-W29 "
"1718","MARYLAND","Situation report","New","Probable","14 to 20 July 2014 (2014-W29)",NA," 2014-W29 "
"1719","MARYLAND","Patient database","New","Confirmed","14 to 20 July 2014 (2014-W29)","0"," 2014-W29 "
"1720","MARYLAND","Patient database","New","Probable","14 to 20 July 2014 (2014-W29)","0"," 2014-W29 "
"1721","MONTSERRADO","Situation report","New","Confirmed","14 to 20 July 2014 (2014-W29)",NA," 2014-W29 "
"1722","MONTSERRADO","Situation report","New","Probable","14 to 20 July 2014 (2014-W29)",NA," 2014-W29 "
"1723","MONTSERRADO","Patient database","New","Confirmed","14 to 20 July 2014 (2014-W29)","13"," 2014-W29 "
"1724","MONTSERRADO","Patient database","New","Probable","14 to 20 July 2014 (2014-W29)","5"," 2014-W29 "
"1725","NIMBA","Situation report","New","Confirmed","14 to 20 July 2014 (2014-W29)",NA," 2014-W29 "
"1726","NIMBA","Situation report","New","Probable","14 to 20 July 2014 (2014-W29)",NA," 2014-W29 "
"1727","NIMBA","Patient database","New","Confirmed","14 to 20 July 2014 (2014-W29)","2"," 2014-W29 "
"1728","NIMBA","Patient database","New","Probable","14 to 20 July 2014 (2014-W29)","0"," 2014-W29 "
"1729","RIVER GEE","Situation report","New","Confirmed","14 to 20 July 2014 (2014-W29)",NA," 2014-W29 "
