"","Location","Source","Indicator","Case_definition","Week","Cases","Epi_Week"
"691","KAMBIA","Patient database","New","Confirmed","24 to 30 March 2014 (2014-W13)",NA," 2014-W13 "
"692","KAMBIA","Patient database","New","Probable","24 to 30 March 2014 (2014-W13)",NA," 2014-W13 "
"693","KENEMA","Situation report","New","Confirmed","24 to 30 March 2014 (2014-W13)",NA," 2014-W13 "
"694","KENEMA","Situation report","New","Probable","24 to 30 March 2014 (2014-W13)",NA," 2014-W13 "
"695","KENEMA","Patient database","New","Confirmed","24 to 30 March 2014 (2014-W13)",NA," 2014-W13 "
"696","KENEMA","Patient database","New","Probable","24 to 30 March 2014 (2014-W13)",NA," 2014-W13 "
"697","KOINADUGU","Situation report","New","Confirmed","24 to 30 March 2014 (2014-W13)",NA," 2014-W13 "
"698","KOINADUGU","Situation report","New","Probable","24 to 30 March 2014 (2014-W13)",NA," 2014-W13 "
"699","KOINADUGU","Patient database","New","Confirmed","24 to 30 March 2014 (2014-W13)",NA," 2014-W13 "
"700","KOINADUGU","Patient database","New","Probable","24 to 30 March 2014 (2014-W13)",NA," 2014-W13 "
"701","KONO","Situation report","New","Confirmed","24 to 30 March 2014 (2014-W13)",NA," 2014-W13 "
"702","KONO","Situation report","New","Probable","24 to 30 March 2014 (2014-W13)",NA," 2014-W13 "
"703","KONO","Patient database","New","Confirmed","24 to 30 March 2014 (2014-W13)",NA," 2014-W13 "
"704","KONO","Patient database","New","Probable","24 to 30 March 2014 (2014-W13)",NA," 2014-W13 "
"705","MOYAMBA","Situation report","New","Confirmed","24 to 30 March 2014 (2014-W13)",NA," 2014-W13 "
"706","MOYAMBA","Situation report","New","Probable","24 to 30 March 2014 (2014-W13)",NA," 2014-W13 "
"707","MOYAMBA","Patient database","New","Confirmed","24 to 30 March 2014 (2014-W13)",NA," 2014-W13 "
"708","MOYAMBA","Patient database","New","Probable","24 to 30 March 2014 (2014-W13)",NA," 2014-W13 "
"709","PORT LOKO","Situation report","New","Confirmed","24 to 30 March 2014 (2014-W13)",NA," 2014-W13 "
"710","PORT LOKO","Situation report","New","Probable","24 to 30 March 2014 (2014-W13)",NA," 2014-W13 "
"711","PORT LOKO","Patient database","New","Confirmed","24 to 30 March 2014 (2014-W13)",NA," 2014-W13 "
"712","PORT LOKO","Patient database","New","Probable","24 to 30 March 2014 (2014-W13)",NA," 2014-W13 "
"713","PUJEHUN","Situation report","New","Confirmed","24 to 30 March 2014 (2014-W13)",NA," 2014-W13 "
"714","PUJEHUN","Situation report","New","Probable","24 to 30 March 2014 (2014-W13)",NA," 2014-W13 "
"715","PUJEHUN","Patient database","New","Confirmed","24 to 30 March 2014 (2014-W13)",NA," 2014-W13 "
"716","PUJEHUN","Patient database","New","Probable","24 to 30 March 2014 (2014-W13)",NA," 2014-W13 "
"717","TONKOLILI","Situation report","New","Confirmed","24 to 30 March 2014 (2014-W13)",NA," 2014-W13 "
"718","TONKOLILI","Situation report","New","Probable","24 to 30 March 2014 (2014-W13)",NA," 2014-W13 "
"719","TONKOLILI","Patient database","New","Confirmed","24 to 30 March 2014 (2014-W13)",NA," 2014-W13 "
"720","TONKOLILI","Patient database","New","Probable","24 to 30 March 2014 (2014-W13)",NA," 2014-W13 "
"721","WESTERN AREA RURAL","Situation report","New","Confirmed","24 to 30 March 2014 (2014-W13)",NA," 2014-W13 "
"722","WESTERN AREA RURAL","Situation report","New","Probable","24 to 30 March 2014 (2014-W13)",NA," 2014-W13 "
"723","WESTERN AREA RURAL","Patient database","New","Confirmed","24 to 30 March 2014 (2014-W13)",NA," 2014-W13 "
"724","WESTERN AREA RURAL","Patient database","New","Probable","24 to 30 March 2014 (2014-W13)",NA," 2014-W13 "
"725","WESTERN AREA URBAN","Situation report","New","Confirmed","24 to 30 March 2014 (2014-W13)",NA," 2014-W13 "
"726","WESTERN AREA URBAN","Situation report","New","Probable","24 to 30 March 2014 (2014-W13)",NA," 2014-W13 "
"727","WESTERN AREA URBAN","Patient database","New","Confirmed","24 to 30 March 2014 (2014-W13)",NA," 2014-W13 "
"728","WESTERN AREA URBAN","Patient database","New","Probable","24 to 30 March 2014 (2014-W13)",NA," 2014-W13 "
"729","BO","Situation report","New","Confirmed","31 March to 06 April 2014 (2014-W14)",NA," 2014-W14 "
"730","BO","Situation report","New","Probable","31 March to 06 April 2014 (2014-W14)",NA," 2014-W14 "
"731","BO","Patient database","New","Confirmed","31 March to 06 April 2014 (2014-W14)",NA," 2014-W14 "
"732","BO","Patient database","New","Probable","31 March to 06 April 2014 (2014-W14)",NA," 2014-W14 "
"733","BOMBALI","Situation report","New","Confirmed","31 March to 06 April 2014 (2014-W14)",NA," 2014-W14 "
"734","BOMBALI","Situation report","New","Probable","31 March to 06 April 2014 (2014-W14)",NA," 2014-W14 "
"735","BOMBALI","Patient database","New","Confirmed","31 March to 06 April 2014 (2014-W14)",NA," 2014-W14 "
"736","BOMBALI","Patient database","New","Probable","31 March to 06 April 2014 (2014-W14)",NA," 2014-W14 "
"737","BONTHE","Situation report","New","Confirmed","31 March to 06 April 2014 (2014-W14)",NA," 2014-W14 "
"738","BONTHE","Situation report","New","Probable","31 March to 06 April 2014 (2014-W14)",NA," 2014-W14 "
"739","BONTHE","Patient database","New","Confirmed","31 March to 06 April 2014 (2014-W14)",NA," 2014-W14 "
"740","BONTHE","Patient database","New","Probable","31 March to 06 April 2014 (2014-W14)",NA," 2014-W14 "
"741","KAILAHUN","Situation report","New","Confirmed","31 March to 06 April 2014 (2014-W14)",NA," 2014-W14 "
"742","KAILAHUN","Situation report","New","Probable","31 March to 06 April 2014 (2014-W14)",NA," 2014-W14 "
"743","KAILAHUN","Patient database","New","Confirmed","31 March to 06 April 2014 (2014-W14)",NA," 2014-W14 "
"744","KAILAHUN","Patient database","New","Probable","31 March to 06 April 2014 (2014-W14)",NA," 2014-W14 "
"745","KAMBIA","Situation report","New","Confirmed","31 March to 06 April 2014 (2014-W14)",NA," 2014-W14 "
"746","KAMBIA","Situation report","New","Probable","31 March to 06 April 2014 (2014-W14)",NA," 2014-W14 "
"747","KAMBIA","Patient database","New","Confirmed","31 March to 06 April 2014 (2014-W14)",NA," 2014-W14 "
"748","KAMBIA","Patient database","New","Probable","31 March to 06 April 2014 (2014-W14)",NA," 2014-W14 "
"749","KENEMA","Situation report","New","Confirmed","31 March to 06 April 2014 (2014-W14)",NA," 2014-W14 "
"750","KENEMA","Situation report","New","Probable","31 March to 06 April 2014 (2014-W14)",NA," 2014-W14 "
"751","KENEMA","Patient database","New","Confirmed","31 March to 06 April 2014 (2014-W14)",NA," 2014-W14 "
"752","KENEMA","Patient database","New","Probable","31 March to 06 April 2014 (2014-W14)",NA," 2014-W14 "
"753","KOINADUGU","Situation report","New","Confirmed","31 March to 06 April 2014 (2014-W14)",NA," 2014-W14 "
"754","KOINADUGU","Situation report","New","Probable","31 March to 06 April 2014 (2014-W14)",NA," 2014-W14 "
"755","KOINADUGU","Patient database","New","Confirmed","31 March to 06 April 2014 (2014-W14)",NA," 2014-W14 "
"756","KOINADUGU","Patient database","New","Probable","31 March to 06 April 2014 (2014-W14)",NA," 2014-W14 "
"757","KONO","Situation report","New","Confirmed","31 March to 06 April 2014 (2014-W14)",NA," 2014-W14 "
"758","KONO","Situation report","New","Probable","31 March to 06 April 2014 (2014-W14)",NA," 2014-W14 "
"759","KONO","Patient database","New","Confirmed","31 March to 06 April 2014 (2014-W14)",NA," 2014-W14 "
"760","KONO","Patient database","New","Probable","31 March to 06 April 2014 (2014-W14)",NA," 2014-W14 "
"761","MOYAMBA","Situation report","New","Confirmed","31 March to 06 April 2014 (2014-W14)",NA," 2014-W14 "
"762","MOYAMBA","Situation report","New","Probable","31 March to 06 April 2014 (2014-W14)",NA," 2014-W14 "
"763","MOYAMBA","Patient database","New","Confirmed","31 March to 06 April 2014 (2014-W14)",NA," 2014-W14 "
"764","MOYAMBA","Patient database","New","Probable","31 March to 06 April 2014 (2014-W14)",NA," 2014-W14 "
"765","PORT LOKO","Situation report","New","Confirmed","31 March to 06 April 2014 (2014-W14)",NA," 2014-W14 "
"766","PORT LOKO","Situation report","New","Probable","31 March to 06 April 2014 (2014-W14)",NA," 2014-W14 "
"767","PORT LOKO","Patient database","New","Confirmed","31 March to 06 April 2014 (2014-W14)",NA," 2014-W14 "
"768","PORT LOKO","Patient database","New","Probable","31 March to 06 April 2014 (2014-W14)",NA," 2014-W14 "
"769","PUJEHUN","Situation report","New","Confirmed","31 March to 06 April 2014 (2014-W14)",NA," 2014-W14 "
"770","PUJEHUN","Situation report","New","Probable","31 March to 06 April 2014 (2014-W14)",NA," 2014-W14 "
"771","PUJEHUN","Patient database","New","Confirmed","31 March to 06 April 2014 (2014-W14)",NA," 2014-W14 "
"772","PUJEHUN","Patient database","New","Probable","31 March to 06 April 2014 (2014-W14)",NA," 2014-W14 "
"773","TONKOLILI","Situation report","New","Confirmed","31 March to 06 April 2014 (2014-W14)",NA," 2014-W14 "
"774","TONKOLILI","Situation report","New","Probable","31 March to 06 April 2014 (2014-W14)",NA," 2014-W14 "
"775","TONKOLILI","Patient database","New","Confirmed","31 March to 06 April 2014 (2014-W14)",NA," 2014-W14 "
"776","TONKOLILI","Patient database","New","Probable","31 March to 06 April 2014 (2014-W14)",NA," 2014-W14 "
"777","WESTERN AREA RURAL","Situation report","New","Confirmed","31 March to 06 April 2014 (2014-W14)",NA," 2014-W14 "
"778","WESTERN AREA RURAL","Situation report","New","Probable","31 March to 06 April 2014 (2014-W14)",NA," 2014-W14 "
"779","WESTERN AREA RURAL","Patient database","New","Confirmed","31 March to 06 April 2014 (2014-W14)",NA," 2014-W14 "
"780","WESTERN AREA RURAL","Patient database","New","Probable","31 March to 06 April 2014 (2014-W14)",NA," 2014-W14 "
"781","WESTERN AREA URBAN","Situation report","New","Confirmed","31 March to 06 April 2014 (2014-W14)",NA," 2014-W14 "
"782","WESTERN AREA URBAN","Situation report","New","Probable","31 March to 06 April 2014 (2014-W14)",NA," 2014-W14 "
"783","WESTERN AREA URBAN","Patient database","New","Confirmed","31 March to 06 April 2014 (2014-W14)",NA," 2014-W14 "
"784","WESTERN AREA URBAN","Patient database","New","Probable","31 March to 06 April 2014 (2014-W14)",NA," 2014-W14 "
"785","BO","Situation report","New","Confirmed","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"786","BO","Situation report","New","Probable","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"787","BO","Patient database","New","Confirmed","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"788","BO","Patient database","New","Probable","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"789","BOMBALI","Situation report","New","Confirmed","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"790","BOMBALI","Situation report","New","Probable","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"791","BOMBALI","Patient database","New","Confirmed","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"792","BOMBALI","Patient database","New","Probable","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"793","BONTHE","Situation report","New","Confirmed","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"794","BONTHE","Situation report","New","Probable","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"795","BONTHE","Patient database","New","Confirmed","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"796","BONTHE","Patient database","New","Probable","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"797","KAILAHUN","Situation report","New","Confirmed","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"798","KAILAHUN","Situation report","New","Probable","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"799","KAILAHUN","Patient database","New","Confirmed","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"800","KAILAHUN","Patient database","New","Probable","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"801","KAMBIA","Situation report","New","Confirmed","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"802","KAMBIA","Situation report","New","Probable","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"803","KAMBIA","Patient database","New","Confirmed","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"804","KAMBIA","Patient database","New","Probable","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"805","KENEMA","Situation report","New","Confirmed","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"806","KENEMA","Situation report","New","Probable","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"807","KENEMA","Patient database","New","Confirmed","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"808","KENEMA","Patient database","New","Probable","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"809","KOINADUGU","Situation report","New","Confirmed","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"810","KOINADUGU","Situation report","New","Probable","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"811","KOINADUGU","Patient database","New","Confirmed","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"812","KOINADUGU","Patient database","New","Probable","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"813","KONO","Situation report","New","Confirmed","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"814","KONO","Situation report","New","Probable","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"815","KONO","Patient database","New","Confirmed","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"816","KONO","Patient database","New","Probable","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"817","MOYAMBA","Situation report","New","Confirmed","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"818","MOYAMBA","Situation report","New","Probable","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"819","MOYAMBA","Patient database","New","Confirmed","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"820","MOYAMBA","Patient database","New","Probable","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"821","PORT LOKO","Situation report","New","Confirmed","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"822","PORT LOKO","Situation report","New","Probable","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"823","PORT LOKO","Patient database","New","Confirmed","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"824","PORT LOKO","Patient database","New","Probable","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"825","PUJEHUN","Situation report","New","Confirmed","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"826","PUJEHUN","Situation report","New","Probable","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"827","PUJEHUN","Patient database","New","Confirmed","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"828","PUJEHUN","Patient database","New","Probable","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"829","TONKOLILI","Situation report","New","Confirmed","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"830","TONKOLILI","Situation report","New","Probable","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"831","TONKOLILI","Patient database","New","Confirmed","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"832","TONKOLILI","Patient database","New","Probable","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"833","WESTERN AREA RURAL","Situation report","New","Confirmed","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"834","WESTERN AREA RURAL","Situation report","New","Probable","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"835","WESTERN AREA RURAL","Patient database","New","Confirmed","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"836","WESTERN AREA RURAL","Patient database","New","Probable","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"837","WESTERN AREA URBAN","Situation report","New","Confirmed","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"838","WESTERN AREA URBAN","Situation report","New","Probable","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"839","WESTERN AREA URBAN","Patient database","New","Confirmed","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"840","WESTERN AREA URBAN","Patient database","New","Probable","07 to 13 April 2014 (2014-W15)",NA," 2014-W15 "
"841","BO","Situation report","New","Confirmed","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"842","BO","Situation report","New","Probable","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"843","BO","Patient database","New","Confirmed","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"844","BO","Patient database","New","Probable","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"845","BOMBALI","Situation report","New","Confirmed","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"846","BOMBALI","Situation report","New","Probable","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"847","BOMBALI","Patient database","New","Confirmed","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"848","BOMBALI","Patient database","New","Probable","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"849","BONTHE","Situation report","New","Confirmed","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"850","BONTHE","Situation report","New","Probable","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"851","BONTHE","Patient database","New","Confirmed","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"852","BONTHE","Patient database","New","Probable","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"853","KAILAHUN","Situation report","New","Confirmed","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"854","KAILAHUN","Situation report","New","Probable","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"855","KAILAHUN","Patient database","New","Confirmed","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"856","KAILAHUN","Patient database","New","Probable","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"857","KAMBIA","Situation report","New","Confirmed","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"858","KAMBIA","Situation report","New","Probable","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"859","KAMBIA","Patient database","New","Confirmed","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"860","KAMBIA","Patient database","New","Probable","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"861","KENEMA","Situation report","New","Confirmed","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"862","KENEMA","Situation report","New","Probable","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"863","KENEMA","Patient database","New","Confirmed","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"864","KENEMA","Patient database","New","Probable","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"865","KOINADUGU","Situation report","New","Confirmed","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"866","KOINADUGU","Situation report","New","Probable","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"867","KOINADUGU","Patient database","New","Confirmed","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"868","KOINADUGU","Patient database","New","Probable","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"869","KONO","Situation report","New","Confirmed","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"870","KONO","Situation report","New","Probable","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"871","KONO","Patient database","New","Confirmed","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"872","KONO","Patient database","New","Probable","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"873","MOYAMBA","Situation report","New","Confirmed","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"874","MOYAMBA","Situation report","New","Probable","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"875","MOYAMBA","Patient database","New","Confirmed","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"876","MOYAMBA","Patient database","New","Probable","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"877","PORT LOKO","Situation report","New","Confirmed","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"878","PORT LOKO","Situation report","New","Probable","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"879","PORT LOKO","Patient database","New","Confirmed","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"880","PORT LOKO","Patient database","New","Probable","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"881","PUJEHUN","Situation report","New","Confirmed","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"882","PUJEHUN","Situation report","New","Probable","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"883","PUJEHUN","Patient database","New","Confirmed","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"884","PUJEHUN","Patient database","New","Probable","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"885","TONKOLILI","Situation report","New","Confirmed","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"886","TONKOLILI","Situation report","New","Probable","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"887","TONKOLILI","Patient database","New","Confirmed","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"888","TONKOLILI","Patient database","New","Probable","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"889","WESTERN AREA RURAL","Situation report","New","Confirmed","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"890","WESTERN AREA RURAL","Situation report","New","Probable","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"891","WESTERN AREA RURAL","Patient database","New","Confirmed","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"892","WESTERN AREA RURAL","Patient database","New","Probable","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"893","WESTERN AREA URBAN","Situation report","New","Confirmed","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"894","WESTERN AREA URBAN","Situation report","New","Probable","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"895","WESTERN AREA URBAN","Patient database","New","Confirmed","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"896","WESTERN AREA URBAN","Patient database","New","Probable","14 to 20 April 2014 (2014-W16)",NA," 2014-W16 "
"897","BO","Situation report","New","Confirmed","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"898","BO","Situation report","New","Probable","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"899","BO","Patient database","New","Confirmed","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"900","BO","Patient database","New","Probable","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"901","BOMBALI","Situation report","New","Confirmed","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"902","BOMBALI","Situation report","New","Probable","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"903","BOMBALI","Patient database","New","Confirmed","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"904","BOMBALI","Patient database","New","Probable","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"905","BONTHE","Situation report","New","Confirmed","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"906","BONTHE","Situation report","New","Probable","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"907","BONTHE","Patient database","New","Confirmed","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"908","BONTHE","Patient database","New","Probable","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"909","KAILAHUN","Situation report","New","Confirmed","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"910","KAILAHUN","Situation report","New","Probable","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"911","KAILAHUN","Patient database","New","Confirmed","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"912","KAILAHUN","Patient database","New","Probable","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"913","KAMBIA","Situation report","New","Confirmed","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"914","KAMBIA","Situation report","New","Probable","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"915","KAMBIA","Patient database","New","Confirmed","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"916","KAMBIA","Patient database","New","Probable","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"917","KENEMA","Situation report","New","Confirmed","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"918","KENEMA","Situation report","New","Probable","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"919","KENEMA","Patient database","New","Confirmed","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"920","KENEMA","Patient database","New","Probable","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"921","KOINADUGU","Situation report","New","Confirmed","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"922","KOINADUGU","Situation report","New","Probable","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"923","KOINADUGU","Patient database","New","Confirmed","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"924","KOINADUGU","Patient database","New","Probable","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"925","KONO","Situation report","New","Confirmed","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"926","KONO","Situation report","New","Probable","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"927","KONO","Patient database","New","Confirmed","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"928","KONO","Patient database","New","Probable","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"929","MOYAMBA","Situation report","New","Confirmed","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"930","MOYAMBA","Situation report","New","Probable","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"931","MOYAMBA","Patient database","New","Confirmed","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"932","MOYAMBA","Patient database","New","Probable","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"933","PORT LOKO","Situation report","New","Confirmed","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"934","PORT LOKO","Situation report","New","Probable","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"935","PORT LOKO","Patient database","New","Confirmed","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"936","PORT LOKO","Patient database","New","Probable","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"937","PUJEHUN","Situation report","New","Confirmed","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"938","PUJEHUN","Situation report","New","Probable","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"939","PUJEHUN","Patient database","New","Confirmed","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"940","PUJEHUN","Patient database","New","Probable","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"941","TONKOLILI","Situation report","New","Confirmed","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"942","TONKOLILI","Situation report","New","Probable","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"943","TONKOLILI","Patient database","New","Confirmed","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"944","TONKOLILI","Patient database","New","Probable","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"945","WESTERN AREA RURAL","Situation report","New","Confirmed","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"946","WESTERN AREA RURAL","Situation report","New","Probable","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"947","WESTERN AREA RURAL","Patient database","New","Confirmed","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"948","WESTERN AREA RURAL","Patient database","New","Probable","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
"949","WESTERN AREA URBAN","Situation report","New","Confirmed","21 to 27 April 2014 (2014-W17)",NA," 2014-W17 "
